birthyear,(All),,,,,
,,,,,,
,Column Labels,,,,,
,Female,,Male,,Total Total trip time,Total Average trip time
Row Labels,Total trip time,Average trip time,Total trip time,Average trip time,,
7-Aug,"1,957",489,334,334,"2,290",458
9-Aug,986,986,954,954,"1,940",970
10-Aug,,,263,263,263,263
11-Aug,334,334,"2,023",674,"2,357",589
12-Aug,"1,258",419,694,347,"1,952",390
13-Aug,604,302,"1,999",500,"2,603",434
14-Aug,,,552,276,552,276
15-Aug,,,"3,678","1,839","3,678","1,839"
16-Aug,,,843,843,843,843
17-Aug,"1,154",577,"2,897",724,"4,051",675
18-Aug,299,299,"1,587",794,"1,887",629
19-Aug,306,306,"1,676",419,"1,983",397
20-Aug,285,285,317,317,601,301
21-Aug,,,"1,468",734,"1,468",734
24-Aug,,,269,269,269,269
25-Aug,,,"2,692",897,"2,692",897
26-Aug,395,395,"2,218",555,"2,614",523
27-Aug,,,"2,043",681,"2,043",681
28-Aug,,,"1,241",620,"1,241",620
29-Aug,,,"1,824",912,"1,824",912
31-Aug,,,"1,548",774,"1,548",774
1-Sep,,,467,233,467,233
2-Sep,,,267,267,267,267
3-Sep,438,438,"1,664",832,"2,103",701
4-Sep,,,"1,025",512,"1,025",512
5-Sep,255,255,,,255,255
8-Sep,,,290,290,290,290
9-Sep,,,826,826,826,826
11-Sep,,,"2,108",527,"2,108",527
13-Sep,,,"1,903","1,903","1,903","1,903"
14-Sep,,,289,289,289,289
15-Sep,,,"1,665",416,"1,665",416
16-Sep,,,294,294,294,294
17-Sep,,,699,350,699,350
18-Sep,,,271,271,271,271
21-Sep,,,308,308,308,308
22-Sep,"1,042","1,042","1,324",662,"2,366",789
23-Sep,,,807,404,807,404
24-Sep,,,"2,982",994,"2,982",994
25-Sep,,,701,351,701,351
26-Sep,,,852,852,852,852
27-Sep,,,777,389,777,389
28-Sep,,,826,275,826,275
29-Sep,,,"1,603",401,"1,603",401
30-Sep,,,779,390,779,390
1-Oct,,,"1,196",399,"1,196",399
2-Oct,240,240,"2,284",761,"2,524",631
3-Oct,,,"2,024","1,012","2,024","1,012"
5-Oct,,,"2,797","1,399","2,797","1,399"
6-Oct,,,"2,150",537,"2,150",537
7-Oct,,,"3,922",784,"3,922",784
8-Oct,,,554,277,554,277
9-Oct,,,"1,689",844,"1,689",844
10-Oct,,,294,294,294,294
11-Oct,859,859,"2,133",711,"2,993",748
12-Oct,,,"1,998",666,"1,998",666
UD-07,"8,470",941,"51,148",501,"59,617",537
1-Aug,,,"1,112",556,"1,112",556
3-Aug,,,"1,066",355,"1,066",355
4-Aug,,,"2,424",606,"2,424",606
5-Aug,"1,637","1,637",844,422,"2,480",827
6-Aug,,,"1,699","1,699","1,699","1,699"
7-Aug,477,477,"2,109","1,055","2,587",862
9-Aug,"1,042","1,042",,,"1,042","1,042"
10-Aug,,,"3,543","1,181","3,543","1,181"
11-Aug,,,379,379,379,379
12-Aug,,,"1,481",741,"1,481",741
13-Aug,,,631,316,631,316
15-Aug,,,"1,114","1,114","1,114","1,114"
16-Aug,,,"2,045","2,045","2,045","2,045"
18-Aug,532,532,"1,616",808,"2,148",716
19-Aug,,,442,442,442,442
20-Aug,,,"2,826",942,"2,826",942
21-Aug,,,"3,593",898,"3,593",898
24-Aug,"2,521","2,521",448,448,"2,969","1,485"
26-Aug,,,"1,307","1,307","1,307","1,307"
28-Aug,,,261,261,261,261
30-Aug,,,"1,547","1,547","1,547","1,547"
3-Sep,,,"1,921","1,921","1,921","1,921"
4-Sep,,,"2,293","1,146","2,293","1,146"
9-Sep,"1,003","1,003",368,368,"1,371",686
10-Sep,,,403,403,403,403
11-Sep,,,399,399,399,399
14-Sep,,,139,139,139,139
15-Sep,,,142,142,142,142
16-Sep,,,578,289,578,289
17-Sep,,,130,130,130,130
18-Sep,,,163,163,163,163
19-Sep,600,600,160,160,760,380
21-Sep,,,"1,120",373,"1,120",373
22-Sep,,,132,132,132,132
23-Sep,,,590,295,590,295
24-Sep,,,918,306,918,306
25-Sep,,,116,116,116,116
26-Sep,365,365,,,365,365
27-Sep,,,416,208,416,208
28-Sep,,,727,242,727,242
29-Sep,,,919,230,919,230
30-Sep,,,"1,540",385,"1,540",385
1-Oct,,,502,251,502,251
2-Oct,,,405,203,405,203
3-Oct,,,163,163,163,163
4-Oct,,,391,391,391,391
5-Oct,,,"2,029",406,"2,029",406
6-Oct,,,644,215,644,215
7-Oct,,,616,205,616,205
8-Oct,,,"1,120",224,"1,120",224
9-Oct,,,202,202,202,202
10-Oct,,,198,198,198,198
11-Oct,,,217,217,217,217
12-Oct,292,292,"1,000",333,"1,293",323
UW-01,"1,657",829,"6,619",509,"8,276",552
8-Aug,317,317,,,317,317
10-Aug,,,"1,723","1,723","1,723","1,723"
11-Aug,,,686,686,686,686
18-Aug,,,305,305,305,305
19-Aug,"1,341","1,341",,,"1,341","1,341"
30-Aug,,,169,169,169,169
23-Sep,,,352,352,352,352
27-Sep,,,205,205,205,205
30-Sep,,,991,496,991,496
2-Oct,,,851,426,851,426
3-Oct,,,455,455,455,455
4-Oct,,,575,575,575,575
6-Oct,,,306,306,306,306
UW-02,"4,256",709,"20,746",692,"25,002",694
3-Aug,,,219,219,219,219
4-Aug,,,"1,413",707,"1,413",707
7-Aug,936,936,,,936,936
9-Aug,,,"1,932","1,932","1,932","1,932"
11-Aug,232,232,,,232,232
14-Aug,,,310,310,310,310
15-Aug,620,620,,,620,620
16-Aug,,,"1,580",790,"1,580",790
19-Aug,,,822,822,822,822
21-Aug,,,302,302,302,302
22-Aug,,,"1,743","1,743","1,743","1,743"
26-Aug,,,"1,822","1,822","1,822","1,822"
27-Aug,,,339,339,339,339
1-Sep,,,361,361,361,361
2-Sep,,,"1,866","1,866","1,866","1,866"
8-Sep,453,453,311,311,764,382
15-Sep,,,359,359,359,359
18-Sep,,,807,807,807,807
19-Sep,,,"1,668","1,668","1,668","1,668"
23-Sep,,,539,539,539,539
29-Sep,,,406,203,406,203
30-Sep,,,327,327,327,327
2-Oct,,,542,542,542,542
5-Oct,,,995,995,995,995
6-Oct,758,758,274,274,"1,031",516
8-Oct,"1,257","1,257",251,251,"1,508",754
9-Oct,,,756,378,756,378
12-Oct,,,803,402,803,402
UW-04,"12,774",852,"71,326",686,"84,100",707
2-Aug,,,608,608,608,608
3-Aug,,,"1,031",515,"1,031",515
4-Aug,470,470,550,550,"1,020",510
5-Aug,,,"2,427",809,"2,427",809
6-Aug,968,484,"1,238",619,"2,205",551
7-Aug,,,"1,977",659,"1,977",659
8-Aug,,,"1,697",848,"1,697",848
10-Aug,473,473,"1,543",514,"2,016",504
11-Aug,,,706,706,706,706
13-Aug,,,"2,568",642,"2,568",642
14-Aug,,,920,920,920,920
17-Aug,,,700,700,700,700
19-Aug,,,"1,141",571,"1,141",571
20-Aug,464,464,709,709,"1,173",587
21-Aug,484,484,382,382,866,433
23-Aug,"1,821","1,821","1,873","1,873","3,694","1,847"
24-Aug,,,142,142,142,142
25-Aug,,,"2,168",723,"2,168",723
26-Aug,"1,233","1,233","1,234","1,234","2,468","1,234"
27-Aug,,,634,634,634,634
28-Aug,,,"2,325",775,"2,325",775
30-Aug,,,"1,364","1,364","1,364","1,364"
31-Aug,,,"1,583","1,583","1,583","1,583"
3-Sep,,,"1,008",504,"1,008",504
4-Sep,,,"2,560",853,"2,560",853
8-Sep,,,"1,874",937,"1,874",937
9-Sep,"3,973","3,973","1,089","1,089","5,061","2,531"
10-Sep,,,"1,369","1,369","1,369","1,369"
11-Sep,462,462,"1,609",536,"2,071",518
12-Sep,,,"1,265","1,265","1,265","1,265"
14-Sep,,,923,461,923,461
15-Sep,465,465,670,670,"1,135",568
16-Sep,,,"1,025",512,"1,025",512
17-Sep,,,"1,070",535,"1,070",535
18-Sep,,,"1,117",558,"1,117",558
19-Sep,,,618,309,618,309
21-Sep,,,975,487,975,487
22-Sep,,,"2,755",689,"2,755",689
23-Sep,,,"2,313",578,"2,313",578
24-Sep,434,434,833,416,"1,266",422
25-Sep,,,704,704,704,704
28-Sep,285,285,"1,981",990,"2,266",755
29-Sep,,,"1,602",801,"1,602",801
30-Sep,,,"2,645",661,"2,645",661
1-Oct,,,"2,059",686,"2,059",686
2-Oct,,,531,266,531,266
4-Oct,,,589,589,589,589
7-Oct,,,602,301,602,301
8-Oct,,,"3,549",710,"3,549",710
9-Oct,,,584,292,584,292
10-Oct,,,"1,813",907,"1,813",907
12-Oct,"1,241",621,"2,076","1,038","3,317",829
UW-06,"14,302",511,"31,306",474,"45,608",485
3-Aug,,,333,333,333,333
4-Aug,882,441,"1,150",575,"2,032",508
5-Aug,722,361,"1,636",545,"2,358",472
6-Aug,,,291,291,291,291
7-Aug,,,367,367,367,367
8-Aug,"1,103",552,337,337,"1,441",480
9-Aug,,,"1,421","1,421","1,421","1,421"
10-Aug,269,269,261,261,530,265
11-Aug,"1,690",563,,,"1,690",563
12-Aug,235,235,947,473,"1,181",394
13-Aug,533,533,641,320,"1,174",391
14-Aug,,,301,301,301,301
16-Aug,,,"2,429","1,214","2,429","1,214"
17-Aug,,,186,186,186,186
18-Aug,700,700,292,292,992,496
19-Aug,931,466,437,437,"1,368",456
20-Aug,540,540,495,495,"1,035",517
21-Aug,,,286,286,286,286
24-Aug,,,537,269,537,269
25-Aug,480,480,248,248,728,364
26-Aug,,,691,345,691,345
27-Aug,439,439,266,266,705,352
28-Aug,,,253,253,253,253
30-Aug,,,240,240,240,240
4-Sep,477,477,283,283,760,380
8-Sep,,,627,627,627,627
9-Sep,,,434,217,434,217
12-Sep,914,914,962,481,"1,875",625
13-Sep,,,443,443,443,443
14-Sep,483,483,,,483,483
15-Sep,,,211,211,211,211
18-Sep,,,304,304,304,304
19-Sep,,,"1,109","1,109","1,109","1,109"
21-Sep,,,352,352,352,352
22-Sep,,,837,418,837,418
23-Sep,"1,168",584,400,400,"1,568",523
24-Sep,876,876,,,876,876
25-Sep,,,331,331,331,331
26-Sep,645,645,,,645,645
27-Sep,,,"1,726","1,726","1,726","1,726"
28-Sep,,,"2,319","1,159","2,319","1,159"
30-Sep,,,303,303,303,303
1-Oct,377,377,549,275,926,309
2-Oct,,,294,294,294,294
5-Oct,313,313,644,322,957,319
6-Oct,,,857,429,857,429
7-Oct,,,339,339,339,339
8-Oct,525,525,"1,191",397,"1,715",429
9-Oct,,,"1,352",676,"1,352",676
11-Oct,,,388,388,388,388
12-Oct,,,"1,008",504,"1,008",504
UW-07,"16,381","1,365","43,422",658,"59,803",767
3-Aug,,,462,462,462,462
4-Aug,,,"1,378",689,"1,378",689
5-Aug,,,366,366,366,366
6-Aug,500,500,"2,433",811,"2,933",733
8-Aug,"1,559","1,559","2,131","1,065","3,690","1,230"
9-Aug,,,508,508,508,508
10-Aug,,,"1,122",374,"1,122",374
12-Aug,,,"2,157",719,"2,157",719
16-Aug,,,"1,387","1,387","1,387","1,387"
17-Aug,"1,372","1,372",,,"1,372","1,372"
18-Aug,,,"3,586","1,195","3,586","1,195"
20-Aug,,,441,441,441,441
21-Aug,,,807,807,807,807
22-Aug,,,546,546,546,546
24-Aug,,,"1,580",790,"1,580",790
27-Aug,,,568,568,568,568
28-Aug,,,461,461,461,461
29-Aug,,,515,515,515,515
31-Aug,,,"1,064",532,"1,064",532
3-Sep,,,"1,276",638,"1,276",638
4-Sep,,,690,690,690,690
8-Sep,,,"1,010",505,"1,010",505
9-Sep,,,856,428,856,428
10-Sep,,,"1,316",439,"1,316",439
11-Sep,,,958,479,958,479
12-Sep,,,"1,947",974,"1,947",974
15-Sep,764,764,618,618,"1,382",691
16-Sep,,,472,472,472,472
24-Sep,688,688,,,688,688
25-Sep,,,704,704,704,704
28-Sep,,,"1,323",661,"1,323",661
29-Sep,,,608,608,608,608
30-Sep,537,537,"1,694",565,"2,231",558
2-Oct,,,"1,343",672,"1,343",672
3-Oct,"6,339","6,339",786,786,"7,125","3,562"
5-Oct,,,768,768,768,768
6-Oct,,,"1,289",644,"1,289",644
7-Oct,986,986,"1,457",729,"2,444",815
8-Oct,"2,325",775,87,87,"2,412",603
9-Oct,,,"1,346",673,"1,346",673
11-Oct,,,606,606,606,606
12-Oct,"1,310","1,310",759,759,"2,068","1,034"
UW-10,"30,890","1,103","39,107",889,"69,997",972
2-Aug,468,468,,,468,468
3-Aug,"2,452",817,,,"2,452",817
4-Aug,"1,094","1,094",,,"1,094","1,094"
5-Aug,"1,161","1,161","1,392","1,392","2,552","1,276"
6-Aug,"1,170","1,170",,,"1,170","1,170"
7-Aug,865,865,,,865,865
8-Aug,"1,836","1,836","1,785","1,785","3,621","1,810"
10-Aug,"1,844",922,"1,497","1,497","3,341","1,114"
12-Aug,,,239,239,239,239
13-Aug,"1,234","1,234",510,510,"1,744",872
14-Aug,,,815,815,815,815
17-Aug,,,"1,493","1,493","1,493","1,493"
18-Aug,,,"3,630",908,"3,630",908
19-Aug,907,907,,,907,907
20-Aug,,,"1,575","1,575","1,575","1,575"
21-Aug,,,999,499,999,499
25-Aug,"2,307","2,307","1,422","1,422","3,729","1,864"
26-Aug,942,942,,,942,942
27-Aug,,,"1,415","1,415","1,415","1,415"
28-Aug,"1,110","1,110",,,"1,110","1,110"
29-Aug,"1,256","1,256",,,"1,256","1,256"
1-Sep,,,"1,432","1,432","1,432","1,432"
2-Sep,"1,381","1,381",469,469,"1,850",925
3-Sep,427,427,"1,985",992,"2,412",804
5-Sep,"1,289","1,289",,,"1,289","1,289"
8-Sep,,,"1,448","1,448","1,448","1,448"
9-Sep,,,"1,027",514,"1,027",514
10-Sep,926,926,"1,877",938,"2,803",934
14-Sep,"1,083","1,083",574,574,"1,657",828
16-Sep,,,538,538,538,538
17-Sep,,,616,616,616,616
23-Sep,,,"1,043","1,043","1,043","1,043"
25-Sep,,,"1,036","1,036","1,036","1,036"
28-Sep,,,"1,092",546,"1,092",546
30-Sep,,,418,418,418,418
1-Oct,"2,056","1,028",567,567,"2,623",874
2-Oct,"1,251","1,251","1,964",982,"3,215","1,072"
4-Oct,"1,068","1,068",,,"1,068","1,068"
5-Oct,"2,762","1,381","2,295",765,"5,057","1,011"
6-Oct,,,"2,276",759,"2,276",759
7-Oct,,,"1,200","1,200","1,200","1,200"
8-Oct,,,480,480,480,480
WF-01,"158,397",948,"230,668",779,"389,066",840
1-Aug,697,697,"3,783",946,"4,480",896
2-Aug,,,312,312,312,312
3-Aug,"3,976",994,"3,290",658,"7,266",807
4-Aug,321,321,"5,746",718,"6,067",674
5-Aug,"2,877",959,"5,128",570,"8,005",667
6-Aug,"2,283","1,142","4,210",702,"6,493",812
7-Aug,"2,589",863,"6,610",601,"9,200",657
8-Aug,"1,948","1,948","7,013","1,403","8,961","1,494"
9-Aug,"2,409","1,204","6,571","1,314","8,980","1,283"
10-Aug,"2,688",672,"2,833",567,"5,521",613
11-Aug,"2,941","1,471","3,979",568,"6,920",769
12-Aug,"2,265",755,"4,746",678,"7,012",701
13-Aug,,,"4,986",623,"4,986",623
14-Aug,"1,171",586,490,490,"1,661",554
15-Aug,,,"1,263",631,"1,263",631
17-Aug,"1,737",868,"2,511",502,"4,248",607
18-Aug,"2,252","1,126","3,109",518,"5,361",670
19-Aug,312,312,"2,443",611,"2,755",551
20-Aug,"1,943","1,943","3,241",648,"5,184",864
21-Aug,"3,138","1,046","2,765",691,"5,903",843
22-Aug,"1,370","1,370","2,600","1,300","3,970","1,323"
23-Aug,389,389,505,505,894,447
24-Aug,"2,131",710,"4,017",670,"6,148",683
25-Aug,"3,144","1,048","5,415",677,"8,559",778
26-Aug,817,409,"5,679",811,"6,496",722
27-Aug,311,311,"3,582",716,"3,893",649
28-Aug,"2,745",915,"4,195",699,"6,940",771
29-Aug,791,791,727,727,"1,517",759
30-Aug,"2,479","1,240",,,"2,479","1,240"
31-Aug,"1,596",532,"1,750",583,"3,347",558
1-Sep,,,"3,427",685,"3,427",685
2-Sep,891,446,"2,221",740,"3,113",623
3-Sep,"1,714",571,"13,279","1,207","14,993","1,071"
4-Sep,"2,611","1,305","2,595",649,"5,205",868
5-Sep,"3,558","1,779","3,364","1,682","6,923","1,731"
7-Sep,"2,198","2,198",,,"2,198","2,198"
8-Sep,"5,550","1,850","2,953",984,"8,503","1,417"
9-Sep,"4,691",938,"2,511",628,"7,202",800
10-Sep,"8,355",928,"7,751",969,"16,106",947
11-Sep,"5,353","1,071","2,607",652,"7,960",884
12-Sep,,,"4,742","1,581","4,742","1,581"
13-Sep,,,"4,189","4,189","4,189","4,189"
14-Sep,"1,644",548,"1,076",538,"2,720",544
15-Sep,"2,848",949,"3,914",559,"6,761",676
16-Sep,"5,269","1,054","4,329",722,"9,598",873
17-Sep,"1,726",431,"1,154",577,"2,879",480
18-Sep,"2,822",941,"2,191",438,"5,014",627
19-Sep,"1,992","1,992",,,"1,992","1,992"
21-Sep,"4,339","1,085","2,947",589,"7,287",810
22-Sep,"3,002","1,001","4,234",847,"7,236",904
23-Sep,"4,897",979,"2,717",679,"7,614",846
24-Sep,"3,371",674,819,819,"4,190",698
25-Sep,"1,064","1,064","2,119",706,"3,183",796
26-Sep,,,898,449,898,449
27-Sep,,,836,836,836,836
28-Sep,"4,525",905,"2,468",617,"6,993",777
29-Sep,"3,414",854,"3,069",614,"6,483",720
30-Sep,"2,949",983,"2,782",696,"5,731",819
1-Oct,"3,315","1,105","3,120",520,"6,434",715
2-Oct,"2,604",868,"2,814",704,"5,418",774
3-Oct,"2,455","2,455","1,109",555,"3,564","1,188"
4-Oct,"2,817",939,"7,245","1,449","10,061","1,258"
5-Oct,"2,613",871,"5,284",881,"7,897",877
6-Oct,"3,403",851,"7,582","1,264","10,985","1,098"
7-Oct,586,586,"1,334",667,"1,920",640
8-Oct,"3,989",665,"1,821",607,"5,811",646
9-Oct,,,"3,639",607,"3,639",607
10-Oct,,,700,700,700,700
11-Oct,"3,313","1,656","5,875","2,938","9,188","2,297"
12-Oct,"3,203","1,068","1,452",726,"4,655",931
WF-04,"24,385",542,"74,154","1,075","98,539",864
1-Aug,"1,314",657,609,609,"1,924",641
3-Aug,,,"2,310","2,310","2,310","2,310"
4-Aug,,,"1,877",938,"1,877",938
5-Aug,,,798,399,798,399
6-Aug,370,370,,,370,370
7-Aug,648,648,221,221,869,434
8-Aug,,,"1,116","1,116","1,116","1,116"
9-Aug,,,902,902,902,902
11-Aug,349,349,"3,877","1,292","4,226","1,057"
12-Aug,,,"5,471","1,368","5,471","1,368"
13-Aug,,,"1,293",431,"1,293",431
14-Aug,,,"1,577","1,577","1,577","1,577"
15-Aug,312,312,326,326,638,319
16-Aug,"1,256","1,256",,,"1,256","1,256"
17-Aug,,,255,255,255,255
18-Aug,,,"4,581","1,527","4,581","1,527"
19-Aug,648,648,,,648,648
20-Aug,693,346,274,274,967,322
21-Aug,312,312,283,283,595,298
22-Aug,"1,711","1,711","2,063","1,031","3,774","1,258"
23-Aug,,,"7,441","7,441","7,441","7,441"
24-Aug,,,405,405,405,405
25-Aug,318,318,"3,710","1,855","4,028","1,343"
26-Aug,718,359,,,718,359
27-Aug,878,439,"2,477","1,239","3,355",839
28-Aug,331,331,,,331,331
29-Aug,702,702,683,683,"1,385",693
30-Aug,651,651,657,657,"1,308",654
1-Sep,,,"2,181","1,091","2,181","1,091"
2-Sep,"2,583","1,291",,,"2,583","1,291"
3-Sep,604,604,"1,645",823,"2,249",750
8-Sep,943,471,"2,915","2,915","3,857","1,286"
9-Sep,736,368,"1,314",438,"2,049",410
12-Sep,340,340,425,425,765,383
15-Sep,315,315,"2,046","1,023","2,361",787
16-Sep,359,359,"6,826","3,413","7,185","2,395"
17-Sep,612,306,"1,329","1,329","1,941",647
22-Sep,"1,429",714,"2,133",711,"3,562",712
23-Sep,578,578,,,578,578
24-Sep,,,727,727,727,727
25-Sep,335,335,,,335,335
27-Sep,347,347,,,347,347
28-Sep,451,451,,,451,451
29-Sep,,,"1,743",871,"1,743",871
1-Oct,343,343,354,354,697,348
2-Oct,"1,474",737,829,829,"2,302",767
3-Oct,549,549,,,549,549
4-Oct,861,430,322,322,"1,183",394
5-Oct,,,462,462,462,462
6-Oct,316,316,"2,331",777,"2,648",662
7-Oct,,,375,375,375,375
9-Oct,,,"2,321","1,160","2,321","1,160"
12-Oct,,,670,335,670,335
Grand Total,"2,691,433",685,"9,015,528",558,"11,706,961",583
